ID,Question_ID,Question_Title,Question_Asked_Year,Question_Asked_Month,Question_Asked_Day,Question_Asked_Hours,Question_Asked_Minutes,Question_Asked_Seconds,Question_Inserted_At
3540001,14691347,Display Linkedin article in an iframe,2013,2,4,16,47,17,2026-01-26 01:26:40.080627+00:00
3540002,14691345,"""Bump"" a SharePoint ListItem without changing values",2013,2,4,16,47,15,2026-01-26 01:26:40.087250+00:00
3540003,14691343,Encrypting the variable with password in PHP [duplicate],2013,2,4,16,47,6,2026-01-26 01:26:40.094547+00:00
3540004,14691342,ActionBarSherlock tab height not adjustable on Jelly Bean,2013,2,4,16,46,59,2026-01-26 01:26:40.101577+00:00
3540005,14691336,How to submit a form in a website hosted in CDN,2013,2,4,16,46,46,2026-01-26 01:26:40.108139+00:00
3540006,14691333,Output empty elements,2013,2,4,16,46,25,2026-01-26 01:26:40.115832+00:00
3540007,14691330,Writing strings to standard input in bash script,2013,2,4,16,46,6,2026-01-26 01:26:40.122733+00:00
3540008,14691325,Set up alternating section colors with AngularJS,2013,2,4,16,45,52,2026-01-26 01:26:40.129862+00:00
3540009,14691321,Why this MSDN guidance?,2013,2,4,16,45,28,2026-01-26 01:26:40.136618+00:00
3540010,14691320,Is a good practice Inject IKernel insted business interface dependencies,2013,2,4,16,45,24,2026-01-26 01:26:40.143485+00:00
3540011,14691316,How to call parametrize sql procedure from groovy,2013,2,4,16,45,14,2026-01-26 01:26:40.150461+00:00
3540012,14691315,Why is css float behaving different with <ul> and <li>?,2013,2,4,16,45,2,2026-01-26 01:26:40.157483+00:00
3540013,14691312,Create list of enums and pass it to a method,2013,2,4,16,44,57,2026-01-26 01:26:40.164397+00:00
3540014,14691301,Dependence injection into generic class,2013,2,4,16,44,32,2026-01-26 01:26:40.171539+00:00
3540015,14691299,How to execute awk command in shell script,2013,2,4,16,44,21,2026-01-26 01:26:40.178239+00:00
3540016,14691296,"BASH If [[ ""$a"" == *""$b""* ]] Always true even when it shouldn't be",2013,2,4,16,44,12,2026-01-26 01:26:40.185525+00:00
3540017,14691289,Require gems based on platform,2013,2,4,16,43,59,2026-01-26 01:26:40.192133+00:00
3540018,14691284,how to write a hql to get all records without permissions,2013,2,4,16,43,46,2026-01-26 01:26:40.198809+00:00
3540019,14691281,Is it possible to send picture with text with iMessage from my App with iOS 6.1?,2013,2,4,16,43,42,2026-01-26 01:26:40.205498+00:00
3540020,14691280,jquery click event get trigged twice on hidden file input,2013,2,4,16,43,40,2026-01-26 01:26:40.212507+00:00
3540021,14691277,Excel won't show the workbooks worksheets,2013,2,4,16,43,36,2026-01-26 01:26:40.219522+00:00
3540022,14691275,Config file in multi project solution,2013,2,4,16,43,31,2026-01-26 01:26:40.226153+00:00
3540023,14691273,Doctrine 2.2 ORM: After reverse-engineering from database MappingException is thrown,2013,2,4,16,43,28,2026-01-26 01:26:40.233162+00:00
3540024,14691272,Mongoid 3.1.0 CounterCache doesn't work,2013,2,4,16,43,26,2026-01-26 01:26:40.240670+00:00
3540025,14691271,"In Eclipse with m2e, how to get ""Quick Javadoc"" (F2) to display for Maven dependencies?",2013,2,4,16,43,22,2026-01-26 01:26:40.247762+00:00
3540026,14691270,Array of marker objects causes uncaught error in Google Maps API v3,2013,2,4,16,43,21,2026-01-26 01:26:40.254287+00:00
3540027,14691269,Mergesort: How does the computational complexity vary when changing the split point?,2013,2,4,16,43,15,2026-01-26 01:26:40.260850+00:00
3540028,14691265,core data - storing an array into core data one - tomany relationship table,2013,2,4,16,43,8,2026-01-26 01:26:40.267515+00:00
3540029,14691264,How can I lower memory climb when generating large PDF's [duplicate],2013,2,4,16,43,2,2026-01-26 01:26:40.275968+00:00
3540030,14691262,Short syntax for ignoring directory/ and .directory/ in .gitignore?,2013,2,4,16,42,56,2026-01-26 01:26:40.282659+00:00
3540031,14691255,Compare 40ish statements without writing out each one?,2013,2,4,16,42,14,2026-01-26 01:26:40.289334+00:00
3540032,14691253,Is Double Tabbar on Bottom Allowed By Apple [closed],2013,2,4,16,42,13,2026-01-26 01:26:40.296129+00:00
3540033,14691252,How do I go about saving images sent across a JSON API in Rails?,2013,2,4,16,42,11,2026-01-26 01:26:40.302807+00:00
3540034,14691249,Pull out side menu in iOS examples,2013,2,4,16,42,1,2026-01-26 01:26:40.309516+00:00
3540035,14691246,On Click preload images using javascript,2013,2,4,16,41,58,2026-01-26 01:26:40.316177+00:00
3540036,14691537,How to auto select the value in Edit form?,2013,2,4,16,57,25,2026-01-26 01:26:40.700943+00:00
3540037,14691536,Sed delimiter options,2013,2,4,16,57,21,2026-01-26 01:26:40.707875+00:00
3540038,14691530,SDL_Mixer set sound position,2013,2,4,16,57,4,2026-01-26 01:26:40.714527+00:00
3540039,14691529,Details on rotation and custom view objects,2013,2,4,16,57,4,2026-01-26 01:26:40.721183+00:00
3540040,14691525,Set column width for QTreeWidget,2013,2,4,16,56,52,2026-01-26 01:26:40.727917+00:00
3540041,14691522,null value exception for a list in a winform,2013,2,4,16,56,51,2026-01-26 01:26:40.734530+00:00
3540042,14691519,"Minify HTML output, but preserve certain tags",2013,2,4,16,56,40,2026-01-26 01:26:40.741249+00:00
3540043,14691514,Socialite.js callback or loaded event,2013,2,4,16,56,27,2026-01-26 01:26:40.747787+00:00
3540044,14691511,TextView using Spannable - ellipsize doesn't work,2013,2,4,16,56,24,2026-01-26 01:26:40.754399+00:00
3540045,14691510,"plot many circles based on x,y,r being vectors in python",2013,2,4,16,56,23,2026-01-26 01:26:40.760865+00:00
3540046,14691508,can't get location on iOS - doesn't call delegate methods,2013,2,4,16,56,20,2026-01-26 01:26:40.767564+00:00
3540047,14691503,Visual Studio 2010 Conditional References on first startup,2013,2,4,16,56,14,2026-01-26 01:26:40.775069+00:00
3540048,14691505,Connecting to local sql server in vb.net - Error Connecting and difference between Local and Commercial?,2013,2,4,16,56,14,2026-01-26 01:26:40.781636+00:00
3540049,14691502,Bind to a DependencyProperty in code (besides change notification),2013,2,4,16,56,10,2026-01-26 01:26:40.788224+00:00
3540050,14691497,Uploading an image to linux server returning 500 error,2013,2,4,16,55,53,2026-01-26 01:26:40.794970+00:00
3540051,14691496,Unzip file with PHP,2013,2,4,16,55,52,2026-01-26 01:26:40.801665+00:00
3540052,14691494,check if command was successful in a batch file,2013,2,4,16,55,46,2026-01-26 01:26:40.808686+00:00
3540053,14691492,"php, efficient way to determine if this value is in my array [duplicate]",2013,2,4,16,55,43,2026-01-26 01:26:40.815609+00:00
3540054,14691484,Storing Debit Card Information for Online Use,2013,2,4,16,55,10,2026-01-26 01:26:40.822187+00:00
3540055,14691483,How to delete several values in SQL?,2013,2,4,16,55,9,2026-01-26 01:26:40.828679+00:00
3540056,14691480,Format string is not a string literal (potentially insecure) [duplicate],2013,2,4,16,55,1,2026-01-26 01:26:40.835242+00:00
3540057,14691479,How to find the mode of a list in prolog?,2013,2,4,16,54,53,2026-01-26 01:26:40.841954+00:00
3540058,14691478,How can I set a parameter that accepts an object to be declared later on?,2013,2,4,16,54,44,2026-01-26 01:26:40.848478+00:00
3540059,14691477,Debugging Requests Error,2013,2,4,16,54,41,2026-01-26 01:26:40.855206+00:00
3540060,14691473,How to execute more than one .sql files in sql server 2008 using powershell?,2013,2,4,16,54,26,2026-01-26 01:26:40.861865+00:00
3540061,14691467,The name 'MyLibrary' does not exist in the current context,2013,2,4,16,54,7,2026-01-26 01:26:40.868532+00:00
3540062,14691464,LAMPP startup fails with Error 2,2013,2,4,16,53,55,2026-01-26 01:26:40.875327+00:00
3540063,14691457,Private static methods. Generally good idea?,2013,2,4,16,53,33,2026-01-26 01:26:40.882259+00:00
3540064,14691452,filter HABTM-associated model with conditions,2013,2,4,16,53,0,2026-01-26 01:26:40.889152+00:00
